long,lat,group,order,Kiez
13.37679476677649,52.63244904197972,3,2156,Pankow
13.376968533092098,52.63248382889612,3,2157,Pankow
13.37704086869523,52.63251013388641,3,2158,Pankow
13.37712285981459,52.63255236646662,3,2159,Pankow
13.37719261428713,52.63266853777501,3,2160,Pankow
13.37719266721186,52.63268067058496,3,2161,Pankow
13.37717475910769,52.63270211228137,3,2162,Pankow
13.37715193638772,52.63270943375579,3,2163,Pankow
13.377077578002618,52.63271745562067,3,2164,Pankow
13.37693408193292,52.63271517634886,3,2165,Pankow
13.37690703828507,52.63271493965281,3,2166,Pankow
13.37688118373919,52.63271982815008,3,2167,Pankow
13.37681880090492,52.63274279380143,3,2168,Pankow
13.37680900753563,52.63275113124956,3,2169,Pankow
13.37677723864311,52.632789169972384,3,2170,Pankow
13.37677299492747,52.63280704552638,3,2171,Pankow
13.376781076816,52.63282117243504,3,2172,Pankow
13.376806417730128,52.632842345711005,3,2173,Pankow
13.37685099498754,52.63286562655723,3,2174,Pankow
13.37703865783457,52.63296353267027,3,2175,Pankow
13.377074187713669,52.63299254618489,3,2176,Pankow
13.37717115661085,52.63307902719294,3,2177,Pankow
13.377195170557709,52.63309795079704,3,2178,Pankow
13.37721193071337,52.63310706310822,3,2179,Pankow
13.37723735109228,52.63311430632353,3,2180,Pankow
13.37725938336873,52.6331174981754,3,2181,Pankow
13.37728646552946,52.63311099448423,3,2182,Pankow
13.377310054067939,52.6330975633098,3,2183,Pankow
13.377320938223349,52.63309021670437,3,2184,Pankow
13.37734003251948,52.63307443940669,3,2185,Pankow
13.37736000047922,52.633054979197276,3,2186,Pankow
13.37738995439729,52.63303616907797,3,2187,Pankow
13.3774340765122,52.63303239732447,3,2188,Pankow
13.37747853605294,52.63303356921454,3,2189,Pankow
13.37755533853408,52.63304577339525,3,2190,Pankow
13.37761818028836,52.63307079988118,3,2191,Pankow
13.377648311598499,52.63308515277637,3,2192,Pankow
13.37767587443879,52.63310129770791,3,2193,Pankow
13.37770604561342,52.63313012003736,3,2194,Pankow
13.37772127728337,52.63315100227787,3,2195,Pankow
13.37773644072816,52.63318392719877,3,2196,Pankow
13.377726661802438,52.63321122770919,3,2197,Pankow
13.37770128445321,52.63328235292734,3,2198,Pankow
13.37768508071662,52.63338998536269,3,2199,Pankow
13.37825025305145,52.63398953719465,3,2200,Pankow
13.378654482775,52.63424759638956,3,2201,Pankow
13.37873875504727,52.63433980133607,3,2202,Pankow
13.37940621255914,52.6338711652201,3,2203,Pankow
13.38004918525919,52.63424592144056,3,2204,Pankow
13.38011075034326,52.63428190830394,3,2205,Pankow
13.37996982721652,52.63440626744674,3,2206,Pankow
13.38008788139073,52.63438422475263,3,2207,Pankow
13.38017131435314,52.63440947243153,3,2208,Pankow
13.38051168629687,52.63449969172298,3,2209,Pankow
13.38057287556647,52.63451590576606,3,2210,Pankow
13.380710522040689,52.63456310439949,3,2211,Pankow
13.38128408076384,52.63476192063387,3,2212,Pankow
13.38158551211228,52.63486679523014,3,2213,Pankow
13.38236804804362,52.6350822148005,3,2214,Pankow
13.38285949529648,52.635217224978575,3,2215,Pankow
13.38277305056497,52.635492504286745,3,2216,Pankow
13.38269317910337,52.63574667717178,3,2217,Pankow
13.38193533139646,52.63595218032084,3,2218,Pankow
13.38195647106157,52.63596282881299,3,2219,Pankow
13.382002211578339,52.63595330690367,3,2220,Pankow
13.38205046872373,52.63597317824166,3,2221,Pankow
13.382065921812679,52.63602048267356,3,2222,Pankow
13.38205070447435,52.63608399063928,3,2223,Pankow
13.38200972939971,52.63615661239042,3,2224,Pankow
13.38183662362181,52.6362623038607,3,2225,Pankow
13.38179845359628,52.63631246338228,3,2226,Pankow
13.381860933940168,52.63633802608441,3,2227,Pankow
13.38193315883371,52.636342129507,3,2228,Pankow
13.3820659084192,52.63637295977799,3,2229,Pankow
13.38212055541612,52.63642690566883,3,2230,Pankow
13.382218153894389,52.63646907699761,3,2231,Pankow
13.38232527120824,52.63648655311842,3,2232,Pankow
